X,Y,Name,CITY,CROSS_ST,DIR,Field_1,OWLROUTES,POINT_X,POINT_Y,POS,PUBLIC_NAME,ROUTESSTPG,SHAPE,STATUS,STREET,SYSTEMSTOP
-87.620664287,41.679994781,Michigan & 118th Street,CHICAGO,118TH STREET,SB,"Michigan &amp; 118th Street",N34,-87.620664,41.679995,NS,"Michigan &amp; 118th Street","34,119",Point,In Service,MICHIGAN,7552
-87.620705462,41.68173543,Michigan & 117th Street,CHICAGO,117TH STREET,SB,"Michigan &amp; 117th Street",N34,-87.620705,41.681735,NS,"Michigan &amp; 117th Street","34,119",Point,In Service,MICHIGAN,7551
-87.620451305,41.685282127,115th Street & Michigan,CHICAGO,MICHIGAN,EB,"115th Street &amp; Michigan",,-87.620451,41.685282,FS,"115th Street &amp; Michigan",115,Point,In Service,115TH STREET,18513
-87.620814,41.687125,Michigan & 114th Street,CHICAGO,114TH STREET,NB,"Michigan &amp; 114th Street",N34,-87.620814,41.687125,MT,"Michigan &amp; 114th Street","34,119",Point,In Service,MICHIGAN,7605
-87.61840705,41.69257126,111th Street & Indiana,CHICAGO,INDIANA,EB,"111th Street &amp; Indiana",,-87.618407,41.692571,NS,"111th Street &amp; Indiana",111,Point,In Service,111TH STREET,2890
-87.619964555,41.707157358,103rd Street & Michigan,CHICAGO,MICHIGAN,EB,"103rd Street &amp; Michigan",,-87.619965,41.707157,FS,"103rd Street &amp; Michigan",106,Point,In Service,103RD STREET,12212
-87.61751556,41.707184358,103rd Street & Prairie,CHICAGO,PRAIRIE,EB,"103rd Street &amp; Prairie",,-87.617516,41.707184,NS,"103rd Street &amp; Prairie",106,Point,In Service,103RD STREET,12214
-87.620561116,41.714942963,Michigan & 99th Street,CHICAGO,99TH STREET,SB,"Michigan &amp; 99th Street",N34,-87.620561,41.714943,NS,"Michigan &amp; 99th Street","34,103,106,119",Point,In Service,MICHIGAN,7532
-87.620332948,41.716283578,Michigan & 98th Street,CHICAGO,98TH STREET,NB,"Michigan &amp; 98th Street",N34,-87.620333,41.716284,NS,"Michigan &amp; 98th Street","34,103,106,119",Point,In Service,MICHIGAN,7621
-87.617497999,41.736523001,87th Street & Prairie,CHICAGO,PRAIRIE,WB,"87th Street &amp; Prairie",,-87.617498,41.736523,NS,"87th Street &amp; Prairie",87,Point,In Service,87TH STREET,9485
-87.620021052,41.758262278,75th Street & Indiana,CHICAGO,INDIANA,EB,"75th Street &amp; Indiana",,-87.620021,41.758262,NS,"75th Street &amp; Indiana",75,Point,In Service,75TH STREET,15051
-87.620293001,41.765553001,71st Street & Indiana,CHICAGO,INDIANA,EB,"71st Street &amp; Indiana",,-87.620293,41.765553,NS,"71st Street &amp; Indiana",71,Point,In Service,71ST STREET,10783
-87.620534,41.780058,63rd Street & Indiana,CHICAGO,INDIANA,EB,"63rd Street &amp; Indiana",N63,-87.620534,41.780058,NS,"63rd Street &amp; Indiana",63,Point,In Service,63RD STREET,3435
-87.619130356,41.783757234,61st Street & Prairie,CHICAGO,PRAIRIE,EB,"61st Street &amp; Prairie",,-87.61913,41.783757,NS,"61st Street &amp; Prairie",59,Point,In Service,61ST STREET,13003
-87.620498165,41.794342657,Garfield & Indiana,CHICAGO,INDIANA,EB,"Garfield &amp; Indiana",N55,-87.620498,41.794343,FS,"Garfield &amp; Indiana",55,Point,In Service,GARFIELD,10547
-87.618559143,41.802082648,51st Green Line Station,CHICAGO,GREEN LINE STATION,WB,51st Green Line Station,,-87.618559,41.802083,MB,51st Green Line Station,15,Point,In Service,51ST STREET,1542
-87.619535341,41.809399432,47th Street & Prairie,CHICAGO,PRAIRIE,WB,"47th Street &amp; Prairie",,-87.619535,41.809399,NS,"47th Street &amp; Prairie",47,Point,In Service,47TH STREET,17816
-87.617725046,41.838476268,31st Street & King Drive,CHICAGO,KING DRIVE,WB,"31st Street &amp; King Drive",,-87.617725,41.838476,FS,"31st Street &amp; King Drive",31,Point,In Service,31ST STREET,7503
-87.620814999,41.884279,Randolph & Columbus,CHICAGO,COLUMBUS,EB,"Randolph &amp; Columbus",,-87.620815,41.884279,NT,"Randolph &amp; Columbus",60,Point,In Service,RANDOLPH,6353
-87.620513,41.884780001,Columbus & Randolph,CHICAGO,RANDOLPH,NB,"Columbus &amp; Randolph",,-87.620513,41.88478,FS,"Columbus &amp; Randolph",4,Point,In Service,COLUMBUS,2530
-87.620844151,41.888090112,Wacker (Upper) & Columbus,CHICAGO,COLUMBUS,WB,"Wacker (Upper) &amp; Columbus",,-87.620844,41.88809,FT,"Wacker (Upper) &amp; Columbus","134,135,136",Point,In Service,WACKER (upper),14222
-87.620843001,41.887577001,Columbus (mid) & E. Wacker,CHICAGO,E. WACKER,SB,"Columbus (mid) &amp; E. Wacker",,-87.620843,41.887577,FS,"Columbus (mid) &amp; E. Wacker",124,Point,In Service,COLUMBUS (mid),5515
-87.620595,41.887356,Columbus (Mid) & E. Wacker,CHICAGO,"betw. SOUTH WATER &amp; WACKER",NB,"Columbus (Mid) &amp; E. Wacker",,-87.620595,41.887356,MB,"Columbus (Mid) &amp; E. Wacker",124,Point,In Service,COLUMBUS (mid),5509
-87.620528001,41.88969,Columbus & North Water,CHICAGO,NORTH WATER/CITYFRONT PLAZA,SB,"Columbus &amp; North Water",N66,-87.620528,41.88969,NS,"Columbus &amp; North Water","N66,124",Point,In Service,COLUMBUS,5514
-87.620268,41.889431,Columbus & North Water,CHICAGO,NORTH WATER/CITYFRONT PLAZA,NB,"Columbus &amp; North Water",,-87.620268,41.889431,NS,"Columbus &amp; North Water",124,Point,In Service,COLUMBUS,5510
-87.62038,41.89234,Fairbanks & Ohio,CHICAGO,OHIO,SB,"Fairbanks &amp; Ohio",N66,-87.62038,41.89234,FS,"Fairbanks &amp; Ohio","2,120,121,66",Point,In Service,FAIRBANKS,587
-87.620080001,41.890852001,Columbus & Illinois,CHICAGO,ILLINOIS,NB,"Columbus &amp; Illinois",N66,-87.62008,41.890852,NS,"Columbus &amp; Illinois","N66,124",Point,In Service,COLUMBUS,5511
-87.615697709,41.685344828,115th Street & Forest,CHICAGO,FOREST,EB,"115th Street &amp; Forest",,-87.615698,41.685345,NT,"115th Street &amp; Forest",115,Point,In Service,115TH STREET,2955
-87.613997729,41.711024211,King Drive & 101st Street,CHICAGO,101ST STREET,SB,"King Drive &amp; 101st Street",,-87.613998,41.711024,NS,"King Drive &amp; 101st Street",111,Point,In Service,KING DRIVE,17721
-87.614206707,41.718342889,King Drive & 97th Street,CHICAGO,97TH STREET,SB,"King Drive &amp; 97th Street",,-87.614207,41.718343,NS,"King Drive &amp; 97th Street",111,Point,In Service,KING DRIVE,17548
-87.61425746,41.720204439,King Drive & 96th Street,CHICAGO,96TH STREET,SB,"King Drive &amp; 96th Street",,-87.614257,41.720204,NS,"King Drive &amp; 96th Street",111,Point,In Service,KING DRIVE,17547
-87.614229052,41.723499982,King Drive & 94th Street,CHICAGO,94TH STREET,SB,"King Drive &amp; 94th Street",,-87.614229,41.7235,FS,"King Drive &amp; 94th Street",3,Point,In Service,KING DRIVE,2263
-87.614496674,41.732713251,King Drive & 89th Street,CHICAGO,89TH STREET,SB,"King Drive &amp; 89th Street",,-87.614497,41.732713,FS,"King Drive &amp; 89th Street",3,Point,In Service,KING DRIVE,2258
-87.614591146,41.736341755,King Drive & 87th Street,CHICAGO,87TH STREET,SB,"King Drive &amp; 87th Street",,-87.614591,41.736342,FS,"King Drive &amp; 87th Street",3,Point,In Service,KING DRIVE,2256
-87.614749564,41.741861396,King Drive & 84th Street,CHICAGO,84TH STREET,SB,"King Drive &amp; 84th Street",,-87.61475,41.741861,FS,"King Drive &amp; 84th Street",3,Point,In Service,KING DRIVE,2253
-87.614883093,41.745504702,King Drive & 82nd Street,CHICAGO,82ND STREET,SB,"King Drive &amp; 82nd Street",,-87.614883,41.745505,FS,"King Drive &amp; 82nd Street",3,Point,In Service,KING DRIVE,2251
-87.61536517,41.758468751,75th Street & King Drive,CHICAGO,KING DRIVE,WB,"75th Street &amp; King Drive",,-87.615365,41.758469,FS,"75th Street &amp; King Drive",75,Point,In Service,75TH STREET,17957
-87.615356131,41.767489238,King Drive & 70th Street,CHICAGO,70TH STREET,SB,"King Drive &amp; 70th Street",,-87.615356,41.767489,FS,"King Drive &amp; 70th Street",3,Point,In Service,KING DRIVE,2239
-87.615131601,41.765831609,King Drive & 71st Street,CHICAGO,71ST STREET,NB,"King Drive &amp; 71st Street",,-87.615132,41.765832,FS,"King Drive &amp; 71st Street",3,Point,In Service,KING DRIVE,2129
-87.615075001,41.765773,71st Street & King Drive,CHICAGO,KING DRIVE,WB,"71st Street &amp; King Drive",,-87.615075,41.765773,NS,"71st Street &amp; King Drive",71,Point,In Service,71ST STREET,10845
-87.61527724,41.769472273,King Drive & 69th Street,CHICAGO,69TH STREET,NB,"King Drive &amp; 69th Street",,-87.615277,41.769472,FS,"King Drive &amp; 69th Street",3,Point,In Service,KING DRIVE,2131
-87.615363352,41.773137734,King Drive & Marquette Rd,CHICAGO,MARQUETTE RD,NB,"King Drive &amp; Marquette Rd",,-87.615363,41.773138,FS,"King Drive &amp; Marquette Rd",3,Point,In Service,KING DRIVE,2134
-87.616009108,41.783936585,61st Street & King Drive,CHICAGO,KING DRIVE,WB,"61st Street &amp; King Drive",,-87.616009,41.783937,FS,"61st Street &amp; King Drive",59,Point,In Service,61ST STREET,15511
-87.615868563,41.793110999,King Drive & 56th Street,CHICAGO,56TH STREET,NB,"King Drive &amp; 56th Street",,-87.615869,41.793111,MT,"King Drive &amp; 56th Street",3,Point,In Service,KING DRIVE,2145
-87.615961336,41.796804686,King Drive & 54th Street,CHICAGO,54TH STREET,NB,"King Drive &amp; 54th Street",,-87.615961,41.796805,FT,"King Drive &amp; 54th Street",3,Point,In Service,KING DRIVE,2148
-87.616556899,41.803716263,King Drive & 50th Street,CHICAGO,50TH STREET,SB,"King Drive &amp; 50th Street",,-87.616557,41.803716,FS,"King Drive &amp; 50th Street",3,Point,In Service,KING DRIVE,2217
-87.61548,41.80218,51st Street & King Drive,CHICAGO,KING DRIVE (e. serv. dr.),WB,"51st Street &amp; King Drive",,-87.61548,41.80218,NS,"51st Street &amp; King Drive",15,Point,In Service,51ST STREET,1540
-87.61662498,41.807336775,King Drive & 48th Street,CHICAGO,48TH STREET,SB,"King Drive &amp; 48th Street",,-87.616625,41.807337,FS,"King Drive &amp; 48th Street",3,Point,In Service,KING DRIVE,2215
-87.616748507,41.811046993,King Drive & 46th Street,CHICAGO,46TH STREET,SB,"King Drive &amp; 46th Street",,-87.616749,41.811047,FS,"King Drive &amp; 46th Street",3,Point,In Service,KING DRIVE,2213
-87.616250212,41.809477657,47th Street & King Drive,CHICAGO,KING DRIVE,WB,"47th Street &amp; King Drive",,-87.61625,41.809478,NS,"47th Street &amp; King Drive",47,Point,In Service,47TH STREET,7152
-87.616167761,41.809292908,47th Street & King Drive,CHICAGO,KING DRIVE,EB,"47th Street &amp; King Drive",,-87.616168,41.809293,FS,"47th Street &amp; King Drive",47,Point,In Service,47TH STREET,7160
-87.616726385,41.818607845,King Drive & 42nd Street,CHICAGO,42ND STREET,NB,"King Drive &amp; 42nd Street",,-87.616726,41.818608,FS,"King Drive &amp; 42nd Street",3,Point,In Service,KING DRIVE,2160
-87.6166367,41.823913197,Pershing & King Drive,CHICAGO,KING DRIVE,WB,"Pershing &amp; King Drive",,-87.616637,41.823913,NS,"Pershing &amp; King Drive",39,Point,In Service,PERSHING,7750
-87.61653684,41.823768373,Pershing & King Drive,CHICAGO,KING DRIVE,EB,"Pershing &amp; King Drive",,-87.616537,41.823768,FS,"Pershing &amp; King Drive",39,Point,In Service,PERSHING,7734
-87.616957409,41.827635805,King Drive & 37th Street,CHICAGO,37TH STREET,NB,"King Drive &amp; 37th Street",,-87.616957,41.827636,FS,"King Drive &amp; 37th Street",3,Point,In Service,KING DRIVE,2165
-87.616644673,41.831267587,35th Street & King Drive,CHICAGO,KING DRIVE,WB,"35th Street &amp; King Drive",N4,-87.616645,41.831268,NS,"35th Street &amp; King Drive","4,35",Point,In Service,35TH STREET,2528
-87.617028183,41.838294196,King Drive & 31st Street,CHICAGO,31ST STREET,NB,"King Drive &amp; 31st Street",,-87.617028,41.838294,NS,"King Drive &amp; 31st Street",3,Point,In Service,KING DRIVE,2171
-87.616966084,41.836783661,King Drive & 32nd Street,CHICAGO,32ND STREET,NB,"King Drive &amp; 32nd Street",,-87.616966,41.836784,FS,"King Drive &amp; 32nd Street",3,Point,In Service,KING DRIVE,2170
-87.61717,41.84229,King Drive & 29th Street,CHICAGO,29TH STREET,NB,"King Drive &amp; 29th Street",,-87.61717,41.84229,FS,"King Drive &amp; 29th Street",3,Point,In Service,KING DRIVE,2179
-87.615270434,41.865571618,Field Museum East Parking Lot,CHICAGO,EAST PARKING LOT,SB,Field Museum East Parking Lot,,-87.61527,41.865572,MB,Field Museum East Parking Lot,128,Point,In Service,FIELD MUSEUM,18136
-87.615072308,41.884965317,Harbor Drive & Randolph,CHICAGO,RANDOLPH,NB,"Harbor Drive &amp; Randolph",,-87.615072,41.884965,MB,"Harbor Drive &amp; Randolph",60,Point,In Service,HARBOR DRIVE,6355
-87.610799223,41.68898407,Cottage Grove & 113th Street,CHICAGO,113TH STREET,SB,"Cottage Grove &amp; 113th Street",,-87.610799,41.688984,FS,"Cottage Grove &amp; 113th Street","4,111A,115",Point,In Service,COTTAGE GROVE,15156
-87.612262926,41.692670464,111th Street & Vernon,CHICAGO,VERNON,EB,"111th Street &amp; Vernon",,-87.612263,41.69267,NS,"111th Street &amp; Vernon","4,111A,115",Point,In Service,111TH STREET,2893
-87.612979402,41.765829856,71st Street & Eberhart,CHICAGO,EBERHART,WB,"71st Street &amp; Eberhart",,-87.612979,41.76583,FS,"71st Street &amp; Eberhart",71,Point,In Service,71ST STREET,17090
-87.610225187,41.769331662,South Chicago & 69th Street,CHICAGO,69TH STREET,NWB,"South Chicago &amp; 69th Street",,-87.610225,41.769332,NS,"South Chicago &amp; 69th Street",30,Point,In Service,SOUTH CHICAGO,7406
-87.610221774,41.769064394,South Chicago & 69th Street,CHICAGO,69TH STREET,SEB,"South Chicago &amp; 69th Street",,-87.610222,41.769064,FS,"South Chicago &amp; 69th Street",30,Point,In Service,SOUTH CHICAGO,18387
-87.611882776,41.772816157,Rhodes & 67th Street,CHICAGO,67TH STREET,SB,"Rhodes &amp; 67th Street",N5,-87.611883,41.772816,FS,"Rhodes &amp; 67th Street","N5,67",Point,In Service,RHODES,10084
-87.611778172,41.780370174,63rd Street & Rhodes,CHICAGO,RHODES,WB,"63rd Street &amp; Rhodes",N63,-87.611778,41.78037,NS,"63rd Street &amp; Rhodes",63,Point,In Service,63RD STREET,3220
-87.610893383,41.780262289,63rd Street & St. Lawrence,CHICAGO,ST. LAWRENCE,EB,"63rd Street &amp; St. Lawrence","N4,N63",-87.610893,41.780262,NS,"63rd Street &amp; St. Lawrence","N4,63",Point,In Service,63RD STREET,3440
-87.613273294,41.793626013,Morgan Drive & Russell Drive,CHICAGO,RUSSELL DRIVE,EB,"Morgan Drive &amp; Russell Drive",N55,-87.613273,41.793626,NS,"Morgan Drive &amp; Russell Drive",55,Point,In Service,MORGAN DRIVE,10550
-87.611538459,41.81678953,43rd Street & St. Lawrence,CHICAGO,ST. LAWRENCE,WB,"43rd Street &amp; St. Lawrence",,-87.611538,41.81679,NS,"43rd Street &amp; St. Lawrence",43,Point,In Service,43RD STREET,8000
-87.613286612,41.831537879,Rhodes & 35th Street,CHICAGO,35TH STREET,NB,"Rhodes &amp; 35th Street",,-87.613287,41.831538,MT,"Rhodes &amp; 35th Street",35,Point,In Service,RHODES (east leg),7688
-87.612958153,41.866073571,Solidarity Drive & Aquarium,CHICAGO,AQUARIUM,EB,"Solidarity Drive &amp; Aquarium",,-87.612958,41.866074,MB,"Solidarity Drive &amp; Aquarium","130,146",Point,In Service,SOLIDARITY DR,4591
-87.609858001,41.65733,131st Street & Rhodes,CHICAGO,RHODES,EB,"131st Street &amp; Rhodes",N34,-87.609858,41.65733,NS,"131st Street &amp; Rhodes",34,Point,In Service,131ST STREET,2986
-87.609295771,41.692699457,111th Street & Cottage Grove,CHICAGO,COTTAGE GROVE,EB,"111th Street &amp; Cottage Grove",,-87.609296,41.692699,FS,"111th Street &amp; Cottage Grove",111A,Point,In Service,111TH STREET,2895
-87.609317,41.694642,11000 S Cottage Grove,CHICAGO,11000 SOUTH,NB,11000 S Cottage Grove,,-87.609317,41.694642,MB,11000 S Cottage Grove,"4,115",Point,In Service,COTTAGE GROVE,2962
-87.609069,41.69671,Cottage Grove & 109th Street,CHICAGO,109TH STREET,SB,"Cottage Grove &amp; 109th Street",,-87.609069,41.69671,NS,"Cottage Grove &amp; 109th Street","4,115",Point,In Service,COTTAGE GROVE,2835
-87.609220559,41.722077669,95th Street & St. Lawrence,CHICAGO,ST. LAWRENCE,WB,"95th Street &amp; St. Lawrence",N5,-87.609221,41.722078,NS,"95th Street &amp; St. Lawrence","N5,95,100,115",Point,In Service,95TH STREET,2979
-87.606169166,41.78578932,Cottage Grove & 60th Street,CHICAGO,60TH STREET,SB,"Cottage Grove &amp; 60th Street",N4,-87.606169,41.785789,FS,"Cottage Grove &amp; 60th Street",4,Point,In Service,COTTAGE GROVE,2563
-87.60640775,41.798494571,Cottage Grove & 53rd Street,CHICAGO,53RD STREET,SB,"Cottage Grove &amp; 53rd Street",N4,-87.606408,41.798495,MT,"Cottage Grove &amp; 53rd Street","2,4",Point,In Service,COTTAGE GROVE,2556
-87.606677356,41.809648994,Cottage Grove & 47th Street,CHICAGO,47TH STREET,SB,"Cottage Grove &amp; 47th Street",N4,-87.606677,41.809649,NS,"Cottage Grove &amp; 47th Street",4,Point,In Service,COTTAGE GROVE,2549
-87.606685,41.818463,Cottage Grove & 42nd Street,CHICAGO,42ND STREET,NB,"Cottage Grove &amp; 42nd Street",N4,-87.606685,41.818463,NS,"Cottage Grove &amp; 42nd Street",4,Point,In Service,COTTAGE GROVE,2516
-87.606744999,41.820363,Cottage Grove & 41st Street,CHICAGO,41ST STREET (north leg),NB,"Cottage Grove &amp; 41st Street",N4,-87.606745,41.820363,NS,"Cottage Grove &amp; 41st Street",4,Point,In Service,COTTAGE GROVE,2517
-87.606979072,41.824284754,Cottage Grove & Pershing,CHICAGO,PERSHING,NB,"Cottage Grove &amp; Pershing",N4,-87.606979,41.824285,FS,"Cottage Grove &amp; Pershing",4,Point,In Service,COTTAGE GROVE,2520
-87.608677,41.827593001,Cottage Grove & 37th Street,CHICAGO,37TH STREET,NB,"Cottage Grove &amp; 37th Street",N4,-87.608677,41.827593,NS,"Cottage Grove &amp; 37th Street",4,Point,In Service,COTTAGE GROVE,2522
-87.605069215,41.655717892,Langley & 132nd Street,CHICAGO,132ND STREET,NB,"Langley &amp; 132nd Street",,-87.605069,41.655718,NS,"Langley &amp; 132nd Street",34,Point,In Service,LANGLEY,7583
-87.604546596,41.721943736,95th Street & Cottage Grove,CHICAGO,COTTAGE GROVE (west leg),EB,"95th Street &amp; Cottage Grove",,-87.604547,41.721944,NT,"95th Street &amp; Cottage Grove","100,115",Point,In Service,95TH STREET,2820
-87.604600979,41.732936979,Cottage Grove & 89th Street,CHICAGO,89TH STREET,NB,"Cottage Grove &amp; 89th Street",,-87.604601,41.732937,NS,"Cottage Grove &amp; 89th Street",4,Point,In Service,COTTAGE GROVE,2468
-87.605207886,41.736710536,87th Street & Cottage Grove,CHICAGO,COTTAGE GROVE,WB,"87th Street &amp; Cottage Grove",,-87.605208,41.736711,FS,"87th Street &amp; Cottage Grove",87,Point,In Service,87TH STREET,15025
-87.60469368,41.736537687,Cottage Grove & 87th Street,CHICAGO,87TH STREET,NB,"Cottage Grove &amp; 87th Street",,-87.604694,41.736538,NS,"Cottage Grove &amp; 87th Street",4,Point,In Service,COTTAGE GROVE,2470
-87.60501796,41.74035502,Cottage Grove & 85th Street,CHICAGO,85TH STREET,SB,"Cottage Grove &amp; 85th Street",,-87.605018,41.740355,NT,"Cottage Grove &amp; 85th Street",4,Point,In Service,COTTAGE GROVE,2588
-87.605149561,41.743810854,Cottage Grove & 83rd Street,CHICAGO,83RD STREET,SB,"Cottage Grove &amp; 83rd Street",,-87.60515,41.743811,FS,"Cottage Grove &amp; 83rd Street",4,Point,In Service,COTTAGE GROVE,17104
-87.605108698,41.751158701,Cottage Grove & 79th Street,CHICAGO,79TH STREET,NB,"Cottage Grove &amp; 79th Street",,-87.605109,41.751159,NS,"Cottage Grove &amp; 79th Street",4,Point,In Service,COTTAGE GROVE,2478
-87.605417921,41.754999785,Cottage Grove & 77th Street,CHICAGO,77TH STREET,SB,"Cottage Grove &amp; 77th Street",,-87.605418,41.755,NS,"Cottage Grove &amp; 77th Street",4,Point,In Service,COTTAGE GROVE,2580
-87.60515988,41.76572686,South Chicago & 71st Street/Cottage Grove,CHICAGO,71ST STREET/COTTAGE GROVE,NWB,"South Chicago &amp; 71st Street/Cottage Grove",,-87.60516,41.765727,NS,"South Chicago &amp; 71st Street/Cottage Grove",30,Point,In Service,SOUTH CHICAGO,7403
-87.605992973,41.778344254,Cottage Grove & 64th Street,CHICAGO,64TH STREET,SB,"Cottage Grove &amp; 64th Street",,-87.605993,41.778344,FS,"Cottage Grove &amp; 64th Street",4,Point,In Service,COTTAGE GROVE,18008
-87.606062001,41.782383,Cottage Grove & 62nd Street,CHICAGO,62ND STREET,SB,"Cottage Grove &amp; 62nd Street",,-87.606062,41.782383,NS,"Cottage Grove &amp; 62nd Street",4,Point,In Service,COTTAGE GROVE,2565
-87.602558,41.78037,63rd Street & Ingleside,CHICAGO,INGLESIDE (west leg),EB,"63rd Street &amp; Ingleside",N63,-87.602558,41.78037,MT,"63rd Street &amp; Ingleside",63,Point,In Service,63RD STREET,3444
-87.606129933,41.784136934,Cottage Grove & 61st Street,CHICAGO,61ST STREET,SB,"Cottage Grove &amp; 61st Street",N4,-87.60613,41.784137,NS,"Cottage Grove &amp; 61st Street",4,Point,In Service,COTTAGE GROVE,2564
-87.603831427,41.785864038,915 E. 60th Street ,CHICAGO,915 EAST,EB,915 E. 60th Street,,-87.603831,41.785864,MB,915 E. 60th Street,2,Point,In Service,60TH STREET,18050
-87.606050573,41.795048786,55th Street & Cottage Grove,CHICAGO,COTTAGE GROVE,WB,"55th Street &amp; Cottage Grove",N55,-87.606051,41.795049,NS,"55th Street &amp; Cottage Grove",55,Point,In Service,55TH STREET,10578
-87.603859169,41.816776236,43rd Street & Drexel,CHICAGO,DREXEL,EB,"43rd Street &amp; Drexel",,-87.603859,41.816776,FS,"43rd Street &amp; Drexel",43,Point,In Service,43RD STREET,8062
-87.599767042,41.653808513,948 E 133rd Place,CHICAGO,948 EAST,WB,948 E 133rd Place,,-87.599767,41.653809,MB,948 E 133rd Place,34,Point,In Service,133RD PLACE,7579
-87.598698333,41.695091667,Doty & Walmart,CHICAGO,WALMART,EB,"Doty &amp; Walmart",,-87.598698,41.695092,MB,"Doty &amp; Walmart",111A,Point,In Service,DOTY,17857
-87.600853751,41.722156873,930 E 95th Street,CHICAGO,930 EAST,WB,930 E 95th Street,,-87.600854,41.722157,MB,930 E 95th Street,100,Point,In Service,95TH STREET,12110
-87.599534901,41.725839622,93rd Street & Ellis,CHICAGO,ELLIS,WB,"93rd Street &amp; Ellis",N5,-87.599535,41.72584,NS,"93rd Street &amp; Ellis","N5,95",Point,In Service,93RD STREET,12028
-87.601405359,41.73676156,87th Street & Dauphin/Ingleside,CHICAGO,INGLESIDE,WB,"87th Street &amp; Dauphin/Ingleside",,-87.601405,41.736762,FS,"87th Street &amp; Dauphin/Ingleside",87,Point,In Service,87TH STREET,16048
-87.600225794,41.751397236,79th Street & Ellis,CHICAGO,ELLIS,WB,"79th Street &amp; Ellis",N79,-87.600226,41.751397,NS,"79th Street &amp; Ellis",79,Point,In Service,79TH STREET,2628
-87.598893439,41.816892915,43rd Street & Lake Park,CHICAGO,LAKE PARK,EB,"43rd Street &amp; Lake Park",,-87.598893,41.816893,NS,"43rd Street &amp; Lake Park",43,Point,In Service,43RD STREET,14562
-87.598010379,41.751290455,79th Street & Greenwood,CHICAGO,GREENWOOD,EB,"79th Street &amp; Greenwood",N79,-87.59801,41.75129,NS,"79th Street &amp; Greenwood",79,Point,In Service,79TH STREET,2788
-87.595917954,41.759099972,South Chicago & 75th Street/Woodlawn,CHICAGO,75TH STREET/WOODLAWN,NWB,"South Chicago &amp; 75th Street/Woodlawn",,-87.595918,41.7591,FS,"South Chicago &amp; 75th Street/Woodlawn",30,Point,In Service,SOUTH CHICAGO,7398
-87.596515806,41.780578262,63rd Street & Woodlawn,CHICAGO,WOODLAWN,WB,"63rd Street &amp; Woodlawn",N63,-87.596516,41.780578,FS,"63rd Street &amp; Woodlawn",63,Point,In Service,63RD STREET,14821
-87.596401448,41.791648599,Woodlawn & 57th Street,CHICAGO,57TH STREET,NB,"Woodlawn &amp; 57th Street",,-87.596401,41.791649,FS,"Woodlawn &amp; 57th Street",172,Point,In Service,WOODLAWN,14040
-87.596477445,41.794941786,Woodlawn & 55th Street,CHICAGO,55TH STREET,NB,"Woodlawn &amp; 55th Street",,-87.596477,41.794942,NS,"Woodlawn &amp; 55th Street",172,Point,In Service,WOODLAWN,14043
-87.596747398,41.799536502,Woodlawn & 53rd Street,CHICAGO,53RD STREET,SB,"Woodlawn &amp; 53rd Street",,-87.596747,41.799537,NS,"Woodlawn &amp; 53rd Street",172,Point,In Service,WOODLAWN,14036
-87.594666902,41.723984146,Woodlawn & 94th Street,CHICAGO,94TH STREET,NB,"Woodlawn &amp; 94th Street",N5,-87.594667,41.723984,NS,"Woodlawn &amp; 94th Street","N5,95",Point,In Service,WOODLAWN,12025
-87.592962893,41.751473523,79th Street & Kimbark,CHICAGO,KIMBARK,WB,"79th Street &amp; Kimbark",N79,-87.592963,41.751474,NS,"79th Street &amp; Kimbark",79,Point,In Service,79TH STREET,2625
-87.591741289,41.75148299,79th Street & Kenwood,CHICAGO,KENWOOD,WB,"79th Street &amp; Kenwood",N79,-87.591741,41.751483,NS,"79th Street &amp; Kenwood",79,Point,In Service,79TH STREET,2624
-87.59333997,41.758628832,75th Street & Kimbark,CHICAGO,KIMBARK,EB,"75th Street &amp; Kimbark",,-87.59334,41.758629,NS,"75th Street &amp; Kimbark",75,Point,In Service,75TH STREET,10945
-87.593111045,41.758775549,75th Street & Kimbark,CHICAGO,KIMBARK,WB,"75th Street &amp; Kimbark",,-87.593111,41.758776,NS,"75th Street &amp; Kimbark",75,Point,In Service,75TH STREET,10870
-87.593022485,41.773209814,67th Street & Kenwood,CHICAGO,KENWOOD,EB,"67th Street &amp; Kenwood",N5,-87.593022,41.77321,NT,"67th Street &amp; Kenwood","N5,67",Point,In Service,67TH STREET,10193
-87.594876197,41.802339027,E Hyde Park & Kimbark,CHICAGO,KIMBARK,EB,"E Hyde Park &amp; Kimbark",,-87.594876,41.802339,FS,"E Hyde Park &amp; Kimbark","2,15",Point,In Service,E HYDE PARK,1643
-87.593239197,41.802357029,E Hyde Park & Kenwood,CHICAGO,KENWOOD,EB,"E Hyde Park &amp; Kenwood",,-87.593239,41.802357,FS,"E Hyde Park &amp; Kenwood","2,15,172",Point,In Service,E HYDE PARK,1644
-87.59287895,41.809760549,47th Street & Lake Park,CHICAGO,LAKE PARK,WB,"47th Street &amp; Lake Park",,-87.592879,41.809761,FS,"47th Street &amp; Lake Park",47,Point,In Service,47TH STREET,7138
-87.58860191,41.751388971,79th Street & Anthony,CHICAGO,ANTHONY,EB,"79th Street &amp; Anthony",N79,-87.588602,41.751389,NS,"79th Street &amp; Anthony",79,Point,In Service,79TH STREET,2793
